grp,pp,S,IDL,IDR,peakVelL,peakVelR,MTL,MTR,accTimeL,accTimeR,decTimeL,decTimeR,accQL,accQR,IPerfL,IPerfR,IPerfEfL,IPerfEfR,HarmonicityL,HarmonicityR,fL,fR,vfTrajCircularityL,vfTrajCircularityR,vfCircularityL,vfCircularityR,q1L,q1R,q2L,q2R,q3L,q3R,q4L,q4R,maxangleL,maxangleR,MI,rho,flsPC,flsAmp,phDiffMean,phDiffStd,d4D,d3D,d2D,d1D,minPeakDelay,minPeakDelayNorm
2,5,2,2,1,0.81127,0.82203,1.5955,0.4125,0.577,0.2015,1.0465,0.204,0.34504,0.49703,3.3356,6.3017,3.3181,-1.8157,0.089162,1,0.30768,1.1772,0.73511,0.83499,0.36292,0.15953,0.84658,0.80921,0.63896,0.86953,0.93101,0.83499,0.6849,0.79524,3.1416,0.99075,0.059133,3.5,0.4449,0.38636,-0.63469,0.95755,1.1858,1.1316,0.91601,-1.0639,4.5e-06,2.1818e-05
2,5,2,2,1,0.75652,0.82361,1.559,0.423,0.531,0.206,1.0085,0.214,0.3411,0.48927,3.4137,6.1453,3.4402,-2.0193,0.1004,1,0.313,1.2395,0.74412,0.81292,0.34889,0.13883,0.84235,0.80336,0.6649,0.84182,0.88792,0.81476,0.65745,0.77106,2.3454,1.0305,0.091095,3.5,0.71784,0.59518,-1.4706,0.97238,1.165,1.085,0.91941,1.3842,-8e-06,-3.7825e-05
2,5,2,2,2,0.73609,0.82161,1.926,0.664,0.667,0.312,1.255,0.357,0.33853,0.46055,2.7632,6.0241,3.0894,0.67248,0.13764,1,0.25755,0.7834,0.75126,0.81566,0.3978,0.18715,0.82109,0.81717,0.62157,0.79306,0.9255,0.85372,0.68319,0.78179,2.1214,1.1604,0.09181,3,0.70191,0.85042,-1.438,0.72916,1.1939,1.0849,0.95033,-1.0082,-1e-05,-3.012e-05
2,5,2,2,2,0.7266,0.84129,1.8635,0.6675,0.6585,0.301,1.197,0.367,0.36441,0.45777,2.856,5.9925,3.0821,0.27467,0.14669,1,0.27302,0.74555,0.74819,0.83601,0.40766,0.19673,0.78573,0.83936,0.60775,0.83055,0.9089,0.85329,0.66799,0.79783,3.1416,1.5708,0.095424,2.7308,0.86509,1.0553,0.44636,0.99649,1.1853,1.0913,0.92658,-22.27,-1.25e-05,-3.7453e-05
2,5,2,2,2,0.74361,0.8588,1.837,0.629,0.696,0.293,1.196,0.338,0.36526,0.46646,2.8971,6.3593,3.023,0.40384,0.18022,1,0.26984,0.78382,0.69265,0.86464,0.41275,0.1975,0.75625,0.87851,0.60687,0.87521,0.94565,0.86287,0.63198,0.8261,2.3027,1.0966,0.17694,3,0.85015,0.98478,-2.8875,0.54176,1.1863,1.1659,0.93407,-2.6042,2.9e-05,9.221e-05
2,5,2,2,3,0.81397,0.83126,1.694,1.7015,0.529,0.5805,1.1585,1.065,0.31715,0.35821,3.1416,3.1278,3.3923,1.0216,0.064913,0.10488,0.29064,0.29064,0.80018,0.80633,0.36807,0.35687,0.8986,0.89098,0.69011,0.71415,0.9332,0.92265,0.66682,0.72853,1.5708,2.0303,0.65125,1,0.99839,0.51111,-0.36666,0.020503,1.2371,0.62466,1.0162,-0.29969,0.2325,0.2745
2,5,2,2,3,0.82954,0.79706,1.654,1.654,0.5325,0.651,1.0775,1.006,0.3155,0.39585,3.2176,3.2176,3.2798,0.39189,0.098964,0.10959,0.29948,0.29948,0.79253,0.79609,0.3222,0.28591,0.89013,0.9045,0.72592,0.76473,0.9311,0.84331,0.72046,0.71593,1.5708,1.8784,0.61562,1,0.9972,0.51679,-0.39791,0.024786,1.2352,0.58594,1.0547,-0.33912,0.000155,0.00018742
2,5,2,2,3,0.81743,0.82087,1.2415,1.2405,0.454,0.543,0.794,0.706,0.36222,0.4334,4.2867,4.2904,4.4043,1.0193,0.077666,0.10675,0.39378,0.39378,0.80108,0.81508,0.28261,0.23727,0.88988,0.84092,0.80059,0.80987,0.88251,0.85332,0.70103,0.76011,1.6617,1.7838,0.66186,1,0.99951,0.66749,-0.30199,0.015282,1.2418,0.51605,1.082,-0.26466,0.1545,0.24889
2,5,3,1,1,0.87007,0.89566,0.271,0.27,0.1385,0.136,0.133,0.1295,0.5079,0.50971,9.5922,9.6278,13.541,-1.2001,1,1,1.878,1.878,0.86894,0.86312,0.090179,0.12352,0.86653,0.8502,0.89168,0.90529,0.86406,0.86614,0.86852,0.84072,0.891,0.82187,0.91862,1,0.9976,0.79716,-0.21071,0.0056046,1.2333,0.8876,0.8551,-0.20733,0.017,0.12546
2,5,3,1,1,0.92321,0.87616,0.2695,0.2695,0.14,0.1365,0.135,0.1345,0.50807,0.50273,9.6455,9.6455,12.201,-2.4468,1,1,1.878,1.878,0.88637,0.8714,0.14484,0.12254,0.80799,0.84092,0.90587,0.91622,0.91053,0.87469,0.83583,0.81202,0.8491,0.9266,0.76945,1,0.99097,0.88817,-0.10077,0.011022,1.2139,0.90232,0.79602,-0.10947,0.008,0.059369
2,5,3,1,1,0.90567,0.85879,0.276,0.274,0.142,0.142,0.1375,0.136,0.51175,0.5,9.4183,9.4872,13.114,-1.7791,1,1,1.8029,1.8029,0.87641,0.85624,0.15006,0.11881,0.83853,0.8381,0.91221,0.92643,0.881,0.85723,0.85668,0.80536,0.87439,0.64537,0.77749,1,0.9968,0.88049,-0.084671,0.011534,1.2126,0.87375,0.82722,-0.10386,0.01,0.072464
2,5,3,1,2,0.89331,0.84729,0.318,0.6525,0.169,0.307,0.152,0.3395,0.52475,0.47412,8.1744,6.1303,10.657,1.0198,1,0.2429,1.5751,0.78755,0.87552,0.86163,0.13508,0.22017,0.83046,0.88913,0.8714,0.87001,0.89297,0.86593,0.89056,0.8154,0.88175,1.4092,0.15688,2,0.87351,0.66038,1.6392,0.52254,1.2401,1.2082,0.88077,0.88384,-0.0245,-0.15409
2,5,3,1,2,0.88441,0.86101,0.333,0.8535,0.171,0.347,0.161,0.489,0.51389,0.41301,7.8062,4.6866,8.9279,0.68095,1,0.19051,1.5113,0.58129,0.85167,0.85276,0.17456,0.24301,0.77862,0.89211,0.88662,0.85563,0.87137,0.89698,0.77766,0.77584,0.86274,1.4737,0.064226,2.5,0.69042,0.49011,1.6645,0.78227,1.2035,1.1957,0.87605,0.75134,0.0085,0.051051
2,5,3,1,2,0.87021,0.85634,0.332,0.696,0.175,0.3155,0.16,0.3715,0.52212,0.45758,7.8297,5.7471,9.092,0.66698,1,0.48955,1.4936,0.68934,0.86693,0.86523,0.13278,0.2059,0.78898,0.89379,0.88247,0.875,0.88002,0.86561,0.82245,0.81913,0.93852,1.3895,0.066347,2.1667,0.76743,0.57136,-0.26264,0.93116,1.2162,1.2003,0.86757,0.92846,0.0105,0.063253
2,5,3,1,3,0.79046,0.84645,0.3605,1.0725,0.181,0.4225,0.176,0.648,0.5071,0.40807,7.2107,4.9624,8.6571,1.3501,1,0.12492,1.3635,0.46064,0.76941,0.84342,0.13595,0.29498,0.729,0.91912,0.79663,0.82999,0.78974,0.88963,0.75425,0.76941,0.95248,3.1416,0.16146,3,0.46504,0.34879,0.1157,0.52531,1.1655,1.0956,0.91376,0.13147,0.0265,0.14702
2,5,3,1,3,0.86179,0.85972,0.363,1.266,0.186,0.468,0.177,0.806,0.51261,0.36445,7.1611,4.2037,8.3902,1.1944,1,0.068862,1.3638,0.38726,0.83801,0.84582,0.15371,0.30952,0.75517,0.92357,0.86503,0.8134,0.86397,0.91156,0.78774,0.7407,0.87269,3.1416,0.060054,3.5,0.55093,0.41219,-2.6422,0.97993,1.199,1.1825,0.90787,1.8851,0.022,0.12121
2,5,3,1,3,0.83303,0.86614,0.351,1.043,0.1795,0.396,0.173,0.6445,0.50968,0.38541,7.4059,5.1025,9.0327,1.5343,1,0.10121,1.4553,0.47871,0.79823,0.85147,0.14141,0.31115,0.76472,0.90697,0.81634,0.80167,0.81833,0.93496,0.79286,0.81216,0.85648,1.5708,0.080841,3,0.42945,0.30282,2.0962,0.75039,1.1905,1.1944,0.91273,1.355,-0.001,-0.005698
2,5,3,2,1,0.74028,0.83331,1.3785,0.461,0.4945,0.223,0.9085,0.237,0.35271,0.48696,3.8607,5.6387,4.3591,-1.9913,0.10579,1,0.36798,1.0615,0.76772,0.8191,0.31199,0.17525,0.83545,0.81939,0.69013,0.83028,0.87551,0.83111,0.71853,0.8058,1.6611,0.87628,0.12348,3,0.6494,0.61794,0.80139,0.58498,1.1946,1.0873,0.9196,0.55211,9e-06,3.9046e-05
2,5,3,2,1,0.79277,0.82829,1.374,0.481,0.388,0.2345,0.934,0.2495,0.28949,0.4884,3.8733,5.4043,4.2837,-1.4169,0.078493,1,0.38422,1.0886,0.80175,0.83255,0.38127,0.16908,0.8528,0.80312,0.71084,0.85086,0.93653,0.85752,0.71746,0.79058,3.1416,0.90871,0.056641,2.8333,0.75135,0.70289,-0.20374,0.97737,1.2024,1.1373,0.92302,-4.3314,0,0
2,5,3,2,1,0.83662,0.85366,1.2655,0.415,0.4025,0.211,0.8415,0.206,0.32598,0.5045,4.2054,6.2638,4.5243,-2.2702,0.075527,1,0.38147,1.2207,0.81625,0.85585,0.34835,0.14794,0.91344,0.81673,0.73729,0.87757,0.93356,0.86156,0.72971,0.80081,3.1416,0.8526,0.06004,3.2,0.48615,0.40521,1.8708,0.96591,1.226,1.1756,0.94169,2.4722,2.5e-06,1.2048e-05
2,5,3,2,2,0.75589,0.82636,1.689,0.78,0.585,0.313,1.139,0.46,0.32809,0.40027,3.1509,5.1282,3.2297,0.361,0.14198,0.30379,0.2917,0.63413,0.72171,0.82853,0.38121,0.2451,0.7883,0.85316,0.62068,0.78059,0.89087,0.88725,0.66437,0.80028,2.0148,1.2528,0.12627,2.1739,0.99242,1.1165,2.0626,0.98209,1.1652,1.0879,0.93301,-3.0095,5e-06,1.2821e-05
2,5,3,2,2,0.74706,0.80287,1.3485,0.575,0.447,0.281,0.895,0.3015,0.33939,0.47539,3.9466,6.9565,4.209,-0.88853,0.094468,1,0.37435,0.89518,0.78574,0.8066,0.34701,0.16871,0.79802,0.82853,0.67653,0.79562,0.94458,0.80159,0.68674,0.79248,1.5708,0.9864,0.063147,2.5,0.36999,0.39816,-1.2368,0.97588,1.1846,1.1047,0.94004,-0.56456,-2.2e-05,-7.6522e-05
2,5,3,2,2,0.68796,0.78382,1.5385,0.599,0.4755,0.282,1.066,0.317,0.32158,0.47156,3.4592,6.6778,3.7339,0.43973,0.08418,0.71233,0.313,0.8138,0.72963,0.79851,0.4108,0.20274,0.79567,0.82156,0.63592,0.80059,0.9109,0.83004,0.68205,0.77616,1.8905,1.2406,0.070513,2.5,0.82128,0.92643,1.4253,0.91574,1.1694,1.0695,0.95096,0.16972,-5e-06,-1.6694e-05
2,5,3,2,3,0.84664,0.84869,1.294,1.3205,0.3915,0.467,0.903,0.847,0.2997,0.3602,4.1128,4.0303,4.1902,1.0836,0.059419,0.086754,0.38147,0.38147,0.83736,0.82986,0.36323,0.31235,0.89225,0.92861,0.70961,0.78272,0.93579,0.90554,0.68882,0.73935,1.5164,2.7414,0.62547,1,0.9902,0.59739,-0.4156,0.016637,1.2407,0.66277,0.99843,-0.36622,0.169,0.26121
2,5,3,2,3,0.78745,0.74612,1.5115,1.5555,0.419,0.623,1.0755,0.8825,0.29359,0.40542,3.521,3.4214,3.0154,0.88733,0.046233,0.098462,0.33031,0.33031,0.7681,0.74196,0.37258,0.29738,0.86333,0.83229,0.68009,0.74492,0.89381,0.77921,0.65738,0.67655,1.6557,1.5708,0.59095,1,0.99925,0.58476,-0.45586,0.031551,1.1906,0.59184,1.02,-0.36445,0.268,0.35461
2,5,3,2,3,0.75752,0.80693,1.316,1.312,0.3835,0.5315,0.911,0.785,0.30017,0.40302,4.044,4.0563,4.1268,1.4285,0.052007,0.07715,0.37692,0.37692,0.70885,0.78821,0.36219,0.24593,0.87813,0.86357,0.68747,0.76014,0.87696,0.83749,0.66846,0.73441,1.4819,1.5708,0.65821,1,0.99406,0.60789,-0.35977,0.020631,1.2239,0.53646,1.0577,-0.29127,0.2025,0.30775
2,7,1,1,1,0.81445,0.76909,0.396,0.397,0.198,0.197,0.188,0.194,0.51562,0.51051,6.5643,6.5478,7.4473,-3.5813,1,1,1.3363,1.3363,0.8008,0.79505,0.15215,0.14648,0.80123,0.85471,0.846,0.77448,0.77697,0.70074,0.77039,0.82519,1.2219,1.1877,0.54363,1,0.99863,0.94595,-0.026001,0.036701,1.1198,0.84149,0.76414,0.024183,-0.002,-0.010101
2,7,1,1,1,0.81437,0.72151,0.5105,0.52,0.254,0.2665,0.246,0.248,0.51051,0.51194,5.0921,4.999,6.5035,-2.5563,1,1,0.97656,0.97656,0.80239,0.71585,0.1634,0.18021,0.84939,0.77978,0.82524,0.72299,0.71743,0.65705,0.79006,0.77233,1.1024,1.0521,0.72691,1,0.98469,0.98833,-0.038647,0.016975,1.0994,0.7951,0.76181,-0.019053,0.007,0.027424
2,7,1,1,1,0.7643,0.76853,0.4885,0.49,0.256,0.253,0.2295,0.2285,0.53695,0.52954,5.3213,5.3054,6.477,-2.0488,1,1,1.0615,1.0615,0.76111,0.76478,0.17017,0.152,0.81307,0.78504,0.79996,0.83821,0.69736,0.72128,0.7814,0.75371,1.1429,1.1948,0.77238,1,0.99939,0.99621,-0.045305,0.0079097,1.1096,0.7838,0.78018,-0.049765,0.0095,0.038895
2,7,1,1,2,0.77616,0.82485,0.776,0.76,0.319,0.344,0.4465,0.424,0.41726,0.44964,3.3498,5.2633,4.1099,-0.23968,1,1,0.61678,0.61678,0.74363,0.80572,0.2158,0.20292,0.86598,0.8767,0.74779,0.81499,0.69075,0.78833,0.71718,0.73356,3.1416,1.5708,0.7805,1,0.99787,0.86868,-0.048477,0.0055609,1.1006,0.71877,0.8141,-0.0523,0.02,0.051546
2,7,1,1,2,0.76621,0.73203,0.697,0.677,0.307,0.3155,0.37,0.3645,0.45832,0.46867,3.7295,5.9084,4.5307,-1.0859,1,1,0.76941,0.76941,0.76866,0.74287,0.17423,0.21966,0.85967,0.82619,0.7977,0.76572,0.72645,0.71686,0.69811,0.6922,1.1383,1.2022,0.77103,1,0.98151,0.90463,-0.092674,0.0055553,1.0971,0.69064,0.81987,-0.086348,0.024,0.068867
2,7,1,1,2,0.74482,0.75626,0.819,0.809,0.3275,0.349,0.478,0.464,0.39706,0.4367,3.174,4.9444,3.8512,-0.093218,1,1,0.626,0.626,0.75214,0.79808,0.22692,0.22878,0.82338,0.869,0.79264,0.82655,0.77234,0.77343,0.60374,0.70666,1.3407,1.1218,0.76581,1,0.9835,0.82089,-0.082051,0.0073491,1.1345,0.67272,0.86221,-0.071273,0.024,0.058608
2,7,1,1,3,0.67901,0.76404,1.236,1.2115,0.422,0.485,0.7785,0.7545,0.35404,0.4015,2.1032,4.3928,2.8989,1.0344,0.068302,0.11136,0.40023,0.40023,0.7014,0.80304,0.27289,0.24697,0.83071,0.89235,0.7154,0.76972,0.76026,0.81804,0.59537,0.71832,1.5708,2.4074,0.75492,1,0.97481,0.58076,-0.011694,0.0076777,1.1728,0.49261,1.0198,-0.018395,0.025,0.040453
2,7,1,1,3,0.71743,0.79135,1.284,1.269,0.447,0.4655,0.817,0.769,0.3471,0.37925,2.0245,4.1938,2.5464,0.80991,0.088364,0.11873,0.37202,0.37202,0.68928,0.75282,0.27489,0.28366,0.80641,0.88807,0.69706,0.73952,0.75238,0.81818,0.5855,0.69558,1.5708,3.1416,0.74573,1,0.94804,0.50093,-0.028351,0.011227,1.1207,0.50371,0.9435,-0.031376,0.0235,0.036604
2,7,1,1,3,0.68384,0.78334,1.393,1.342,0.48,0.528,0.909,0.8365,0.33074,0.36696,1.8661,3.9657,2.7574,0.78817,0.082836,0.12379,0.36621,0.36621,0.68132,0.80238,0.36202,0.27688,0.85131,0.92328,0.62763,0.76367,0.71924,0.84636,0.61757,0.71998,1.9122,1.5708,0.75615,1,0.98874,0.57544,-0.026785,0.0070194,1.1701,0.4495,1.0205,-0.024666,0.0295,0.042355
2,7,1,2,1,0.7512,0.72582,1.45,1.445,0.429,0.491,0.974,0.891,0.3096,0.36608,3.6703,1.7989,3.601,-0.63595,0.049152,0.064348,0.36439,0.36439,0.75673,0.71314,0.35654,0.27769,0.93886,0.85269,0.7154,0.67927,0.80232,0.73054,0.60566,0.66921,1.678,1.5708,0.68192,1,0.98625,0.72041,-0.016447,0.012547,1.1365,0.43022,0.99045,-0.041337,0.045,0.062069
2,7,1,2,1,0.80392,0.84231,1.386,1.36,0.451,0.5165,0.9295,0.83,0.33933,0.38578,3.8398,1.9114,3.7266,-0.37494,0.068853,0.070194,0.36439,0.36439,0.76265,0.80931,0.32747,0.28086,0.94821,0.89593,0.71608,0.72664,0.83527,0.8095,0.69007,0.76643,3.1064,1.5708,0.75964,1,0.99095,0.71028,-0.026152,0.0085809,1.1768,0.48424,1.001,-0.039384,0.04,0.05772
2,7,1,2,1,0.71865,0.73792,1.536,1.552,0.4645,0.555,1.0945,0.974,0.29805,0.36939,3.4648,1.6749,3.3088,-0.11055,0.046072,0.088021,0.32552,0.32552,0.70852,0.73051,0.35165,0.28627,0.90158,0.87747,0.6728,0.72412,0.79072,0.77347,0.60015,0.66734,3.1416,2.3906,0.76369,1,0.99883,0.61094,0.007084,0.0063597,1.1552,0.43726,1.0038,-0.018242,0.0455,0.059245
2,7,1,2,2,0.78426,0.79722,1.76,1.7345,0.5705,0.659,1.122,1.0425,0.34326,0.38765,3.0238,2.3061,3.0419,0.33218,0.063282,0.11994,0.29871,0.29871,0.72021,0.78026,0.35372,0.29838,0.92564,0.87329,0.71776,0.73184,0.80346,0.86779,0.63797,0.69865,3.1416,3.1416,0.75857,1,0.99936,0.53713,-0.0074497,0.010553,1.2131,0.36004,1.0896,-0.019621,0.0295,0.033523
2,7,1,2,2,0.69682,0.74675,1.8155,1.783,0.592,0.632,1.221,1.1655,0.32995,0.35441,2.9316,2.2435,2.8953,0.47639,0.065672,0.09925,0.25699,0.25699,0.69635,0.75502,0.38591,0.32905,0.91276,0.87309,0.64147,0.72289,0.77251,0.80305,0.59568,0.6525,3.1416,2.1902,0.7495,1,0.99966,0.48052,-0.0053494,0.0089308,1.1943,0.34779,1.0709,-0.014962,0.032,0.035252
2,7,1,2,2,0.69933,0.76616,1.978,1.965,0.638,0.743,1.37,1.201,0.32936,0.38449,2.6906,2.0356,2.6601,0.11378,0.083709,0.14035,0.22786,0.22786,0.64697,0.74371,0.41646,0.33127,0.88085,0.88953,0.65044,0.72169,0.75244,0.83069,0.59644,0.652,2.2933,3.1416,0.71018,1,0.99984,0.43437,0.012515,0.027113,1.1838,0.34845,1.0655,-0.0093885,0.043,0.043478
2,7,1,2,3,0.81839,0.7326,2.149,2.183,0.803,0.821,1.3735,1.319,0.36514,0.38796,2.4765,2.438,2.2991,0.79947,0.11308,0.2109,0.21391,0.21391,0.73435,0.74308,0.38267,0.3508,0.9324,0.86475,0.65831,0.72744,0.85879,0.76994,0.69311,0.66272,1.7137,2.9552,0.74907,1,0.99659,0.37975,0.02221,0.0082043,1.2259,0.32341,1.1255,0.004998,0.0035,0.0032573
2,7,1,2,3,0.71886,0.71652,2.0435,2.0525,0.6505,0.7775,1.389,1.2735,0.33956,0.39079,2.6043,2.593,2.6754,0.6006,0.085618,0.1802,0.24651,0.24651,0.67323,0.7193,0.3911,0.34512,0.90467,0.87113,0.69182,0.67561,0.78851,0.80142,0.59434,0.6426,3.1416,3.1416,0.74503,1,0.99989,0.46068,0.0085815,0.0074917,1.2152,0.32158,1.1209,-0.0087789,0.0285,0.027893
2,7,1,2,3,0.7405,0.79563,1.9405,1.909,0.643,0.7495,1.2385,1.1615,0.33773,0.39051,2.7426,2.7878,2.746,0.64471,0.070095,0.11698,0.26117,0.26117,0.68677,0.78044,0.37449,0.30896,0.88723,0.89316,0.67625,0.75552,0.77033,0.82386,0.60646,0.69314,3.1179,3.0237,0.75065,1,0.99987,0.49228,0.022509,0.0081358,1.2234,0.30349,1.1326,0.0067203,0.0395,0.040711
2,7,2,1,1,0.73077,0.89681,0.3355,0.3305,0.1795,0.176,0.154,0.158,0.52734,0.5278,7.7485,7.8653,7.0224,-1.0597,1,1,1.5259,1.5259,0.73842,0.87014,0.19263,0.161,0.73991,0.85603,0.88493,0.93949,0.75534,0.83862,0.66379,0.83638,1.0179,0.99144,0.62655,1,0.95987,0.98203,-0.18049,0.016333,1.1298,0.87117,0.75254,-0.16642,0.0165,0.098361
2,7,2,1,1,0.83284,0.87994,0.341,0.3525,0.1855,0.182,0.16,0.164,0.52851,0.52234,7.6231,7.3744,8.1798,-0.36648,1,1,1.4361,1.4361,0.7955,0.88668,0.19066,0.1679,0.81415,0.88254,0.91033,0.94336,0.76114,0.84999,0.72539,0.84642,1.1916,0.95624,0.64671,1,0.93685,0.99878,-0.1819,0.014742,1.161,0.90895,0.76994,-0.15571,0.0185,0.1085
2,7,2,1,1,0.72242,0.81995,0.366,0.359,0.188,0.1855,0.168,0.171,0.52922,0.5166,7.1024,7.2408,8.3778,-0.92299,1,1,1.3787,1.3787,0.72414,0.83373,0.16745,0.14076,0.74722,0.85858,0.78159,0.87572,0.70161,0.79151,0.69875,0.8186,0.98076,0.96988,0.63377,1,0.98359,0.98963,-0.17128,0.015172,1.1203,0.82377,0.77409,-0.15765,0.0165,0.090164
2,7,2,1,2,0.78239,0.71194,0.584,0.5595,0.2785,0.27,0.281,0.2945,0.47774,0.49564,4.4513,7.1492,5.9162,-0.31225,1,1,0.80218,0.80218,0.8039,0.73358,0.15995,0.20076,0.85762,0.74832,0.84169,0.76952,0.75249,0.74504,0.77813,0.71323,1.3772,1.5708,0.58403,1,0.71167,0.75079,-0.12133,0.18786,1.1438,0.79983,0.84796,-0.082347,0.019,0.065068
2,7,2,1,2,0.81702,0.90431,0.5285,0.533,0.271,0.269,0.264,0.266,0.51183,0.50451,4.9186,7.5047,6.9159,0.44642,1,1,0.9375,0.9375,0.81996,0.894,0.16875,0.21936,0.89113,0.90031,0.83796,0.91125,0.7601,0.8721,0.83098,0.87103,1.3367,1.4002,0.83523,1,0.99604,0.98833,-0.09164,0.004646,1.223,0.84538,0.87825,-0.082142,0.012,0.045412
2,7,2,1,2,0.83596,0.92027,0.452,0.453,0.2365,0.2355,0.218,0.221,0.51738,0.51411,5.751,8.8301,6.9794,-0.0024052,1,1,1.1097,1.1097,0.85167,0.90797,0.16862,0.17296,0.82986,0.90214,0.91092,0.90279,0.82009,0.89428,0.77109,0.92951,1.13,1.0911,0.74584,1,0.98408,0.99675,-0.10879,0.0080621,1.2333,0.88066,0.85772,-0.10997,0.017,0.075221
2,7,2,1,3,0.65928,0.76112,1.06,1.094,0.435,0.462,0.621,0.63,0.42555,0.41633,2.4523,4.8647,3.4292,0.93729,0.22714,0.17654,0.46875,0.46875,0.67377,0.76399,0.2852,0.2584,0.76413,0.84862,0.61723,0.74857,0.66753,0.78181,0.61727,0.72407,1.5794,1.6336,0.6166,1,0.95294,0.66337,-0.051374,0.13277,1.1312,0.55794,0.96806,-0.039984,0.006,0.011321
2,7,2,1,3,0.75274,0.83029,1.082,1.097,0.4305,0.445,0.648,0.6435,0.39989,0.40847,2.4025,4.8513,3.8629,1.185,0.2538,0.20332,0.46064,0.46064,0.76522,0.85584,0.24146,0.27521,0.84322,0.93131,0.75286,0.81449,0.79561,0.8729,0.69673,0.80459,1.5708,1.453,0.76196,1,0.96557,0.62775,-0.037883,0.0049237,1.2077,0.67839,0.9599,-0.037614,0.023,0.042514
2,7,2,1,3,0.69567,0.86763,1.1855,1.187,0.441,0.4745,0.76,0.723,0.36058,0.40743,2.1927,4.4835,3.2724,1.0131,0.15212,0.14512,0.41316,0.41316,0.724,0.8495,0.26829,0.21934,0.82753,0.92204,0.70044,0.83438,0.74512,0.88118,0.6442,0.77971,3.1416,3.1416,0.78472,1,0.99146,0.6415,-0.0138,0.0043067,1.1872,0.55557,0.99764,-0.020293,0.0255,0.04302
2,7,2,2,1,0.71618,0.87096,2.048,0.468,0.8265,0.232,1.189,0.232,0.41804,0.5,2.5986,5.5544,2.6844,-1.4711,0.19432,1,0.23438,1.0645,0.72194,0.82948,0.28342,0.1698,0.78962,0.83803,0.65931,0.85436,0.82135,0.80316,0.68531,0.80551,1.6868,0.96497,0.062129,4.5,0.52792,0.4979,-1.7294,0.99622,1.1826,1.1347,0.93074,0.59752,-5e-06,-2.1368e-05
2,7,2,2,1,0.79093,0.82535,2.047,0.442,0.814,0.2215,1.219,0.219,0.3891,0.5,2.5999,5.8811,2.6035,-1.0694,0.14459,1,0.23872,1.1393,0.73945,0.76608,0.35434,0.19446,0.88972,0.79017,0.64982,0.78361,0.82441,0.73228,0.6986,0.74315,2.3605,1.5708,0.083997,5,0.08145,0.072049,2.7876,0.99297,1.1216,1.0656,0.88811,1.5974,1e-05,4.5249e-05
2,7,2,2,1,0.66978,0.8644,1.8845,0.458,0.687,0.231,1.171,0.224,0.36365,0.50505,2.8241,5.6757,2.8498,-1.385,0.13743,1,0.26252,1.0921,0.70378,0.83472,0.36578,0.1732,0.78247,0.84425,0.5944,0.8491,0.76476,0.80734,0.64866,0.83348,3.1416,1.5708,0.065802,3.5,0.022112,0.020534,-2.0105,0.97076,1.1712,1.0869,0.92548,0.77669,1.45e-05,6.3319e-05
2,7,2,2,2,0.87496,0.87413,1.2355,1.215,0.49,0.519,0.7485,0.7075,0.39637,0.41608,4.3075,3.2922,2.7839,0.61872,0.14909,0.22324,0.40303,0.40303,0.84742,0.84468,0.32662,0.26212,0.92795,0.92102,0.77599,0.80727,0.89046,0.88044,0.81114,0.79479,2.3519,2.0016,0.75504,1,0.9882,0.62283,-0.05653,0.032676,1.255,0.58469,1.0384,-0.047616,0.022,0.035613
2,7,2,2,2,0.82654,0.82135,1.3895,1.3985,0.46,0.5565,0.917,0.8525,0.33268,0.3943,3.8301,2.8602,4.0775,0.42991,0.08398,0.11418,0.34877,0.34877,0.80024,0.8047,0.33288,0.28685,0.94605,0.9316,0.74354,0.79166,0.85791,0.84063,0.70237,0.7234,1.9091,1.5708,0.83978,1,0.99985,0.6153,-0.07269,0.0028664,1.2457,0.46031,1.0824,-0.069639,0.066,0.094998
2,7,2,2,2,0.86424,0.87475,1.3775,1.3765,0.4765,0.541,0.9085,0.84,0.34393,0.3942,3.8635,2.906,4.0013,0.48801,0.077911,0.13887,0.35383,0.35383,0.82646,0.84176,0.35244,0.28053,0.95828,0.94584,0.75696,0.82384,0.87496,0.87062,0.75421,0.7815,2.2567,1.722,0.78401,1,0.99992,0.62499,-0.051952,0.0024481,1.2576,0.47982,1.0905,-0.051308,0.04,0.058076
2,7,2,2,3,0.79614,0.84795,1.441,1.4955,0.5505,0.5845,0.9275,0.8635,0.37164,0.39888,3.6934,3.5586,3.7436,0.96182,0.069947,0.17496,0.34555,0.34555,0.8011,0.82662,0.31395,0.29646,0.91785,0.89157,0.7308,0.81163,0.85058,0.89352,0.733,0.76473,2.2893,2.4562,0.7636,1,0.99945,0.60402,-0.0015926,0.0024806,1.273,0.36165,1.1646,-0.0048864,0.024,0.03331
2,7,2,2,3,0.82359,0.8379,1.5415,1.579,0.549,0.543,0.9815,0.9555,0.34832,0.40047,3.4524,3.3705,3.7671,0.8686,0.055086,0.13437,0.31707,0.31707,0.79369,0.83429,0.29718,0.31334,0.95029,0.92435,0.72517,0.79888,0.82004,0.88316,0.71271,0.74612,2.0071,1.8991,0.75677,1,0.9997,0.587,-0.0056573,0.0039278,1.2684,0.32505,1.1618,-0.010023,0.023,0.029841
